ID,Categoría,Subcategoría,Palabras Clave (Para el bot),Respuesta Verificada (Lenguaje sencillo para el chat),Disclaimer Obligatorio (¡Crítico!),Paginas,Documento,Enlace
ANMI-0051,Prevención (Gestantes),Ácido Fólico (Importancia),"folico, acido, sirve, tomar, folato","""🛡️ El *ácido fólico* es una vitamina (B9). Es importantísimo tomarlo, idealmente, desde antes de embarazarte y durante las primeras 14 semanas. Ayuda a prevenir problemas serios en el cerebro y la columna de tu bebé.""","""En el centro de salud te darán tus pastillas que incluyen hierro y ácido fólico. ¡No dejes de tomarlas!""",18,Recomendaciones para la prevención y el tratamiento de la deficiencia de hierro.pdf,https://drive.google.com/file/d/123N-iO-jF5GRCPCRPBIClJ9QHPlXh0AI/view?usp=drive_link
ANMI-0052,Prevención (Gestantes),Ácido Fólico (Dosis),"folico, acido, dosis, cuanto, tomar, folato","""🛡️ La dosis preventiva habitual para gestantes es de 400 microgramos (ug) de *ácido fólico* al día, que usualmente viene junto con 60 mg de *hierro* elemental en una sola pastilla.""","""No te automediques. La dosis exacta te la indicará tu médico u obstetra.""",14,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0053,Prevención (Gestantes),Alimentación (Hierro),"prevenir, estoy, embarazada, alimentos, gestante, embarazo, comer, comida, anemia, hierro","""🛡️ Debes reforzar tu alimentación. Consume 3 comidas al día más un refrigerio. Incluye 5 cucharadas de alimentos ricos en hierro de origen animal (*hígado*, *sangrecita*, bazo, carnes rojas) todos los días.""","""La comida ayuda mucho, pero no reemplaza tu suplemento de pastillas. Debes hacer ambos.""",32,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0054,Prevención (Gestantes),Alimentación (Vitamina C),"hierro, naranja, absorber, jugo, vitamina, gestante, embarazo","""🛡️ Para absorber mejor el *hierro* de tus comidas (especialmente de las menestras), acompáñalas con frutas o refrescos ricos en *Vitamina C*, como limonada, naranjas o mandarinas.""","""Evita tomar té o café junto con tus comidas, porque eso impide que tu cuerpo absorba el hierro.""",32,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0055,Prevención (Gestantes),Alimentación (Qué evitar),"embarazo, gaseosas, chatarra, embarazada, comer, comida","""🛡️ Evita las bebidas como gaseosas, jugos envasados y energéticas. También reduce la comida ultraprocesada (galletas, snacks, sopas instantáneas) y las frituras. Tienen mucha sal, azúcar y grasa, y no te nutren.""","""Una buena alimentación protege tu salud y la de tu bebé.""",32,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0056,Prevención (Gestantes),Alimentación (Hígado),"higado, malo, vitamina, embarazada, embarazo, comer","""🛡️ El *hígado* es una fuente excelente de *hierro*, pero algunos médicos recomiendan moderar su consumo (no comerlo todos los días) durante el embarazo por su altísimo contenido de Vitamina A, que en exceso puede ser un riesgo.""","""Es mejor variar. Puedes comer hígado 1 vez por semana y los otros días sangrecita, bazo o carnes rojas.""",16,Recomendaciones para la prevención y el tratamiento de la deficiencia de hierro.pdf,https://drive.google.com/file/d/123N-iO-jF5GRCPCRPBIClJ9QHPlXh0AI/view?usp=drive_link
ANMI-0057,Prevención (Gestantes),Ambiente Saludable,"embarazo, estres, ambiente, carino, sano","""🛡️ Un embarazo saludable no es solo comida y pastillas. Estar en un ambiente sano, tranquilo, con cariño y respeto es fundamental. El estrés crónico también puede afectar tu salud y la de tu bebé.""","""Cuidar tu salud mental es tan importante como cuidar tu salud física.""",32,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0058,Prevención (Adolescentes),Importancia,"anemia, regla, menstruacion, mujer, adolescentes, prevencion","""🛡️ La prevención en adolescentes es muy importante. En esta etapa hay un crecimiento rápido y, en el caso de las mujeres, se inicia la menstruación, lo que puede aumentar el riesgo de *anemia* por pérdida de *hierro*.""","""Es importante tener una alimentación rica en hierro y hacerse un control anual.""",6,Recomendaciones para la prevención y el tratamiento de la deficiencia de hierro.pdf,https://drive.google.com/file/d/123N-iO-jF5GRCPCRPBIClJ9QHPlXh0AI/view?usp=drive_link
ANMI-0059,Prevención (Adolescentes),Suplementación,"adolescente, hierro, adolescentes, pastilla, dosis, suplemento","""🛡️ La norma de salud recomienda que las adolescentes mujeres (12-17 años) tomen una tableta de *hierro* + *ácido fólico* dos veces por semana, durante 3 meses continuos, cada año. Esto es como prevención.""","""Consulta en tu centro de salud para que te orienten sobre esta suplementación preventiva.""",19,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0060,Prevención (Adolescentes),Alimentación,"adolescente, adolescentes, alimentos, comer, hierro","""🛡️ Es clave que la alimentación incluya alimentos ricos en hierro, como *sangrecita*, bazo, hígado, carnes rojas y también menestras (lentejas, frijoles) acompañadas de *Vitamina C* (limón, naranja).""","""Una buena alimentación te dará la energía que necesitas para tus estudios y actividades.""",32,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0061,Prevención (Mujer Edad Fértil),MEF,"fertil, prepararme, preconcepcion, mujer, edad, embarazo","""🛡️ Si eres mujer en edad fértil (MEF), es importante mantener tus reservas de *hierro* en buen estado, incluso si no planeas un embarazo pronto. Esto es por la pérdida de hierro en cada menstruación.""","""Una buena alimentación rica in hierro es tu mejor aliada.""",1,Recomendaciones para la prevención y el tratamiento de la deficiencia de hierro.pdf,https://drive.google.com/file/d/123N-iO-jF5GRCPCRPBIClJ9QHPlXh0AI/view?usp=drive_link
ANMI-0062,Prevención (Mujer Edad Fértil),Planificar Embarazo,"antes, embarazarme, concebir, folico, acido, embarazo","""🛡️ Si estás planeando un embarazo, es ideal que acudas a una consulta 'preconcepcional'. El médico evaluará tu estado de salud y te indicará tomar *ácido fólico* antes de embarazarte para prevenir problemas en el bebé.""","""Empezar el embarazo con buenas reservas de hierro y ácido fólico es el mejor comienzo.""",18,Recomendaciones para la prevención y el tratamiento de la deficiencia de hierro.pdf,https://drive.google.com/file/d/123N-iO-jF5GRCPCRPBIClJ9QHPlXh0AI/view?usp=drive_link
ANMI-0063,Prevención (General),Prevención vs Tratamiento,"preventiva, diferencia, curar, prevenir, prevencion, dosis, tratamiento","""🛡️ Son diferentes. La prevención se hace en personas sanas para EVITAR que les dé *anemia* (se usan dosis preventivas). El tratamiento se da cuando ya se diagnosticó la anemia (se usan dosis de tratamiento, que son más altas) para CURARLA.""","""Sigue siempre la indicación de tu centro de salud, ellos te dirán si necesitas prevención o tratamiento.""",6,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0064,Prevención (General),Dosis Preventiva vs Terapéutica,"dosis, 3mg, 2mg, prevencion, tratamiento","""🛡️ No es la misma dosis. Para un bebé, la dosis de prevención es de 2 mg de *hierro* por kilo de peso al día. La dosis de tratamiento (para curar) es más alta, de 3 mg de hierro por kilo de peso al día.""","""El médico es el único que puede recetar la dosis correcta. No automediques a tu bebé.""",19,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0065,Prevención (General),Alimentos vs Suplementos,"basta, come, gotas, alimentos, comida","""🛡️ La comida rica en hierro (*sangrecita*, *hígado*) es VITAL. Pero en la etapa de crecimiento más rápido (de 6 a 24 meses), es muy difícil que el bebé coma la cantidad suficiente para cubrir todo lo que necesita. Por eso, el suplemento (gotas o jarabe) es un refuerzo indispensable.""","""Ambos son necesarios: una buena alimentación Y su suplemento de hierro. Uno no reemplaza al otro en esta etapa.""",34,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0066,Prevención (General),Alimentos vs Suplementos (Gestante),"pastillas, tomo, gestante, comida","""🛡️ Ambos son claves. La gestante necesita mucho más hierro de lo normal. La comida rica en hierro (*hígado*, carnes) es la base, pero es casi imposible cubrir todo el requerimiento solo con comida. Las pastillas de hierro y *ácido fólico* son el refuerzo que asegura que tú y tu bebé tengan lo necesario.""","""Debes hacer ambos: comer bien y tomar tu suplemento todos los días como te indicó tu obstetra.""",32,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0067,Prevención (General),Mitos: Leche de vaca,"vaca, leche, mala, bebe, anemia","""🛡️ ¡Cuidado! No se recomienda dar leche de vaca (ni la fresca ni la evaporada) como bebida principal a niños menores de 1 año. La leche de vaca tiene muy poco *hierro* y puede causar micro-sangrados en el intestino, lo que aumenta el riesgo de *anemia*.""","""La mejor leche es la leche materna. Después del año, consulta con tu pediatra sobre qué leche darle.""",21,Recomendaciones para la prevención y el tratamiento de la deficiencia de hierro.pdf,https://drive.google.com/file/d/123N-iO-jF5GRCPCRPBIClJ9QHPlXh0AI/view?usp=drive_link
ANMI-0068,Prevención (General),Mitos: Leche de vaca (Absorción),"hierro, leche, calcio, tomar","""🛡️ El calcio (que está en la leche y el queso) compite con el *hierro* y no deja que se absorba bien. Por eso, no debes darle el *suplemento de hierro* a tu bebé junto con la leche.""","""Espera al menos 1 o 2 horas entre la toma de leche y la toma del suplemento de hierro.""",21,Recomendaciones para la prevención y el tratamiento de la deficiencia de hierro.pdf,https://drive.google.com/file/d/123N-iO-jF5GRCPCRPBIClJ9QHPlXh0AI/view?usp=drive_link
ANMI-0069,Prevención (General),"Mitos: Anemia ""no se cura""","siempre, anemia, regresa, anemico, cura, hijo","""🛡️ La *anemia* por falta de *hierro* sí se cura. Requiere un tratamiento con la dosis correcta (indicada por el médico) y por el tiempo completo (usualmente 6 meses), sin interrupciones. Si se corta el tratamiento antes, la anemia puede regresar.""","""Si tu hijo no mejora, el médico debe investigar si hay otras causas, como falta de otras vitaminas o parásitos.""",20,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0070,Prevención (General),"Mitos: ""Mi hijo es gordito""","gordito, cacheton, anemico, bebe, anemia","""🛡️ Que un bebé se vea 'gordito' o 'cachetón' no significa que no tenga *anemia*. La anemia es la falta de *hierro* en la sangre y no siempre se ve por fuera. Muchos niños con sobrepeso también tienen anemia.""","""No te confíes de la apariencia. La única forma de saberlo es con su descarte de hemoglobina.""",172,Informe_Del_Seminario_La_Anemia_Infantil_En_El_Peru.pdf,https://drive.google.com/file/d/1GyYqcls4ZVrQlhs0_t7HuxM1MT-2sNwH/view?usp=drive_link
ANMI-0071,Prevención (General),"Mitos: ""No le doy hierro porque lo enferma""","hierro, cae, diarrea, suplemento","""🛡️ Es normal que algunos bebés tengan malestares (heces oscuras, gases) al inicio. Es muy importante no suspender el tratamiento. Intenta dárselo en otro horario o habla con el *personal de salud*. A veces, cambiar de tipo de *hierro* (ej. a Polimaltosado) puede ayudar si hay mucha molestia.""","""La anemia puede tener consecuencias serias en su cerebro; los malestares del hierro son temporales. ¡No abandones la prevención!""",8,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0072,Prevención (Gestantes),Medidas Clave (Multisectorial),"integral, multisectorial, enfoque, prevencion, gestante, embarazo","""🛡️ Prevenir la *anemia* en el embarazo es un trabajo integral: incluye tus controles de salud (MINSA), una buena alimentación (acceso a alimentos nutritivos) y un entorno seguro (agua potable y hogar sin violencia).""","""Es un esfuerzo de toda la familia y la comunidad.""",33,Informe_Del_Seminario_La_Anemia_Infantil_En_El_Peru.pdf,https://drive.google.com/file/d/1GyYqcls4ZVrQlhs0_t7HuxM1MT-2sNwH/view?usp=drive_link
ANMI-0073,Prevención (Bebés),Medidas Clave (Multisectorial),"integral, multisectorial, enfoque, nino, prevencion, bebe","""🛡️ Para proteger al bebé de la *anemia*, se necesita un esfuerzo conjunto: el sector salud (con sus *controles CRED* y suplementos), la familia (con la alimentación y el cariño) y la comunidad (con acceso a agua segura).""","""Proteger a la infancia de la anemia es una prioridad nacional.""",33,Informe_Del_Seminario_La_Anemia_Infantil_En_El_Peru.pdf,https://drive.google.com/file/d/1GyYqcls4ZVrQlhs0_t7HuxM1MT-2sNwH/view?usp=drive_link
ANMI-0074,Prevención (Bebés),Hitos (4 meses),"4, meses, hito","""🛡️ Los 4 meses son un hito clave. A esta edad, si tu bebé nació con peso normal, las reservas de *hierro* con las que nació se están acabando. Por eso, es el momento exacto de iniciar su *suplementación preventiva* con gotas de hierro.""","""No olvides este hito. Acude a tu centro de salud para recibir sus gotas.""",12,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0075,Prevención (Bebés),Hitos (6 meses) (Hemoglobina),"6, meses, hito","""🛡️ Los 6 meses son dos hitos:
*1.* Inicia la alimentación complementaria (sus primeras papillas).
*2.* Se le hace su primer descarte de anemia (prueba de hemoglobina).""","""Es el mes en que empezamos a darle comida con hierro (sangrecita, hígado) y también verificamos cómo están sus niveles.""",12,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0076,Prevención (Bebés),Hitos (12 meses),"vida, olla, ano, comida, 12, meses","""🛡️ Al año de vida (12 meses), tu bebé ya puede (y debe) incorporarse a la 'olla familiar', comiendo los segundos de la casa (picados o en trozos). La cantidad de comida rica en *hierro* debe aumentar a 3 cucharadas.""","""Adapta la comida de la familia para que sea saludable para tu bebé: baja en sal y sin picante.""",22,Recomendaciones para la prevención y el tratamiento de la deficiencia de hierro.pdf,https://drive.google.com/file/d/123N-iO-jF5GRCPCRPBIClJ9QHPlXh0AI/view?usp=drive_link
ANMI-0077,Prevención (Bebés),Hitos (30 días),"30, dias, hito","""🛡️ El hito de los 30 días (1 mes) es clave para los bebés que nacieron prematuros o con bajo peso. A esta edad, ellos deben iniciar su suplementación con gotas de *hierro* porque sus reservas son muy bajas.""","""Si tu bebé fue prematuro, tu pediatra te dará esta indicación especial.""",12,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0078,Prevención (Gestantes),Hitos (Semana 14),"14, semana, hito, embarazo","""🛡️ La semana 14 del embarazo es el hito para iniciar la suplementación. A partir de este momento, debes tomar tu pastilla de *hierro* + *ácido fólico* todos los días para cubrir tus necesidades y las de tu bebé.""","""Acude a tu control prenatal para recibir tus pastillas e iniciar la prevención.""",14,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0079,Prevención (Gestantes),Hitos (Postparto),"despues, puerperio, luz, parto, hierro","""🛡️ ¡La prevención no termina en el parto! Debes continuar tomando tu *suplemento de hierro* (pastillas) hasta 30 días después del parto, para recuperarte y tener energía para la lactancia.""","""Habla con tu obstetra sobre la suplementación postparto.""",14,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0080,Prevención (Adolescentes),Hitos (Control Anual) (Hemoglobina),"chequeo, anual, medico, mujer, adolescente, control","""🛡️ Para las adolescentes mujeres, se recomienda un control de *hemoglobina* al menos una vez al año. Esto permite detectar cualquier baja de hierro a tiempo y empezar la *suplementación preventiva*.""","""Cuídate. Una buena salud te permite rendir mejor en tus estudios.""",11,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
